,env_view,env_step,env_memo,obj_view,toggle,pick up,drop off
20,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 13  8  3  0  0  0  0  0]
 [ 5  7 15 18 13  5  0  0  0  0  0]
 [ 5  7 13 16 11  5  0  0  0  0  0]
 [ 0  1  5  6  6  2  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  1  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10  -6  -6  -6 -10 -10 -10 -10 -10 -10]
 [  4   6   6   6   5  -6 -10 -10 -10 -10 -10]
 [  4   6   7   9  10   4 -10 -10 -10 -10 -10]
 [  4   6   8   9  10   4 -10 -10 -10 -10 -10]
 [-10 -10   4   9   9  -1 -10 -10 -10 -10 -10]
 [-10 -10  -7  -7  -7 -10 -10 -10 -10 -10 -10]]",[  3 147  27   0   3  13   8   0   0   0   0],[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
21,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 13  8  3  0  0  0  0  0]
 [ 5  7 15 18 14  6  0  0  0  0  0]
 [ 5  7 13 16 12  6  0  0  0  0  0]
 [ 0  1  5  6  7  3  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  2  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10  -7  -7  -7 -10 -10 -10 -10 -10 -10]
 [  3   5   5   5   4  -7 -10 -10 -10 -10 -10]
 [  3   5   6   8  10   8 -10 -10 -10 -10 -10]
 [  3   5   7   8  10   8 -10 -10 -10 -10 -10]
 [-10 -10   3   8  10   3 -10 -10 -10 -10 -10]
 [-10 -10  -8  -8  -8 -10 -10 -10 -10 -10 -10]]",[  6 149  30   0   3  14   8   0   0   0   0],[0 0 0 0 0 0 0 0 0 0 0],[0 0 1 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
22,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 13  8  3  0  0  0  0  0]
 [ 5  7 15 18 14  6  0  0  0  0  0]
 [ 5  7 13 16 12  6  0  0  0  0  0]
 [ 0  1  5  6  7  3  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  2  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10  -7  -7  -7 -10 -10 -10 -10 -10 -10]
 [  3   5   5   5   4  -7 -10 -10 -10 -10 -10]
 [  3   5   6   8  10   8 -10 -10 -10 -10 -10]
 [  3   5   7   8  10   8 -10 -10 -10 -10 -10]
 [-10 -10   3   8  10   3 -10 -10 -10 -10 -10]
 [-10 -10  -8  -8  -8 -10 -10 -10 -10 -10 -10]]",[  6 149  30   0   3  14   8   0   0   0   0],[0 0 0 0 0 0 0 0 0 0 0],[0 0 1 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
23,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 13  8  3  0  0  0  0  0]
 [ 5  7 15 18 15  7  0  0  0  0  0]
 [ 5  7 13 16 13  7  0  0  0  0  0]
 [ 0  1  5  6  8  4  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  3  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10  -8  -8  -8 -10 -10 -10 -10 -10 -10]
 [  2   4   4   4   3  -8 -10 -10 -10 -10 -10]
 [  2   4   5   7  10  10 -10 -10 -10 -10 -10]
 [  2   4   6   7  10  10 -10 -10 -10 -10 -10]
 [-10 -10   2   7  10   7 -10 -10 -10 -10 -10]
 [-10 -10  -9  -9  -9 -10 -10 -10 -10 -10 -10]]",[  9 151  33   0   3  15   8   0   0   0   0],[0 0 0 0 0 0 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
24,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 13  8  3  0  0  0  0  0]
 [ 5  7 15 18 15  7  0  0  0  0  0]
 [ 5  7 13 16 13  7  0  0  0  0  0]
 [ 0  1  5  6  8  4  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  3  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10  -8  -8  -8 -10 -10 -10 -10 -10 -10]
 [  2   4   4   4   3  -8 -10 -10 -10 -10 -10]
 [  2   4   5   7  10  10 -10 -10 -10 -10 -10]
 [  2   4   6   7  10  10 -10 -10 -10 -10 -10]
 [-10 -10   2   7  10   7 -10 -10 -10 -10 -10]
 [-10 -10  -9  -9  -9 -10 -10 -10 -10 -10 -10]]",[  9 151  33   0   3  15   8   0   0   0   0],[0 0 0 0 0 0 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
25,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 13  8  3  0  0  0  0  0]
 [ 5  7 15 18 16  8  0  0  0  0  0]
 [ 5  7 13 16 14  8  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  4  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10  -9  -9  -9 -10 -10 -10 -10 -10 -10]
 [  1   3   3   3   2  -9 -10 -10 -10 -10 -10]
 [  1   3   4   6  10  10 -10 -10 -10 -10 -10]
 [  1   3   5   6  10  10 -10 -10 -10 -10 -10]
 [-10 -10   1   6  10  10 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 153  36   0   3  16   8   0   0   0   0],[0 0 1 0 0 0 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
26,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 14  9  4  0  0  0  0  0]
 [ 5  7 15 19 17  9  0  0  0  0  0]
 [ 5  7 13 17 15  9  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  5  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [  0   2   2   7   6  -5 -10 -10 -10 -10 -10]
 [  0   2   3  10  10  10 -10 -10 -10 -10 -10]
 [  0   2   4  10  10  10 -10 -10 -10 -10 -10]
 [-10 -10   0   5   9   9 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 157  38   0   4  17   9   0   0   0   0],[0 0 1 0 0 0 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
27,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 14  9  4  0  0  0  0  0]
 [ 5  7 15 19 17  9  0  0  0  0  0]
 [ 5  7 13 17 15  9  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  5  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [  0   2   2   7   6  -5 -10 -10 -10 -10 -10]
 [  0   2   3  10  10  10 -10 -10 -10 -10 -10]
 [  0   2   4  10  10  10 -10 -10 -10 -10 -10]
 [-10 -10   0   5   9   9 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 157  38   0   4  17   9   0   0   0   0],[0 0 1 0 0 0 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
28,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 14  9  4  0  0  0  0  0]
 [ 5  7 15 19 17  9  0  0  0  0  0]
 [ 5  7 13 17 15  9  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  5  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [  0   2   2   7   6  -5 -10 -10 -10 -10 -10]
 [  0   2   3  10  10  10 -10 -10 -10 -10 -10]
 [  0   2   4  10  10  10 -10 -10 -10 -10 -10]
 [-10 -10   0   5   9   9 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 157  38   0   4  17   9   0   0   0   0],[0 0 1 0 0 0 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
29,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 15 10  5  0  0  0  0  0]
 [ 5  7 15 20 18 10  0  0  0  0  0]
 [ 5  7 13 18 16 10  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  6  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -1   1   1  10  10  -1 -10 -10 -10 -10 -10]
 [ -1   1   2  10  10  10 -10 -10 -10 -10 -10]
 [ -1   1   3  10  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -1   4   8   8 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 161  40   0   5  18  10   0   0   0   0],[0 0 1 0 0 1 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
30,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 15 10  5  0  0  0  0  0]
 [ 5  7 15 20 18 10  0  0  0  0  0]
 [ 5  7 13 18 16 10  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  6  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -1   1   1  10  10  -1 -10 -10 -10 -10 -10]
 [ -1   1   2  10  10  10 -10 -10 -10 -10 -10]
 [ -1   1   3  10  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -1   4   8   8 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 161  40   0   5  18  10   0   0   0   0],[0 0 1 0 0 1 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
31,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 15 10  5  0  0  0  0  0]
 [ 5  7 15 20 18 10  0  0  0  0  0]
 [ 5  7 13 18 16 10  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  6  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -1   1   1  10  10  -1 -10 -10 -10 -10 -10]
 [ -1   1   2  10  10  10 -10 -10 -10 -10 -10]
 [ -1   1   3  10  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -1   4   8   8 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 161  40   0   5  18  10   0   0   0   0],[0 0 1 0 0 1 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
32,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 16 11  6  0  0  0  0  0]
 [ 5  7 15 21 19 11  0  0  0  0  0]
 [ 5  7 13 19 17 11  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  7  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -2   0   0  10  10   3 -10 -10 -10 -10 -10]
 [ -2   0   1  10  10  10 -10 -10 -10 -10 -10]
 [ -2   0   2  10  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -2   3   7   7 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 165  42   0   6  19  11   0   0   0   0],[0 0 1 0 0 2 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
33,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 17 12  7  0  0  0  0  0]
 [ 5  7 15 22 20 12  0  0  0  0  0]
 [ 5  7 13 20 18 12  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  8  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -3  -1  -1  10  10   7 -10 -10 -10 -10 -10]
 [ -3  -1   0  10  10  10 -10 -10 -10 -10 -10]
 [ -3  -1   1  10  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -3   2   6   6 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 169  44   0   7  20  12   0   0   0   0],[0 0 1 0 0 3 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
34,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 17 12  7  0  0  0  0  0]
 [ 5  7 15 22 20 12  0  0  0  0  0]
 [ 5  7 13 20 18 12  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  8  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -3  -1  -1  10  10   7 -10 -10 -10 -10 -10]
 [ -3  -1   0  10  10  10 -10 -10 -10 -10 -10]
 [ -3  -1   1  10  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -3   2   6   6 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 169  44   0   7  20  12   0   0   0   0],[0 0 1 0 0 3 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
35,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 17 12  7  0  0  0  0  0]
 [ 5  7 15 22 20 12  0  0  0  0  0]
 [ 5  7 13 20 18 12  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  8  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -3  -1  -1  10  10   7 -10 -10 -10 -10 -10]
 [ -3  -1   0  10  10  10 -10 -10 -10 -10 -10]
 [ -3  -1   1  10  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -3   2   6   6 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 169  44   0   7  20  12   0   0   0   0],[0 0 1 0 0 3 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
36,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 18 13  8  0  0  0  0  0]
 [ 5  7 15 23 21 13  0  0  0  0  0]
 [ 5  7 13 21 19 13  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  9  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -4  -2  -2  10  10  10 -10 -10 -10 -10 -10]
 [ -4  -2  -1  10  10  10 -10 -10 -10 -10 -10]
 [ -4  -2   0  10  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -4   1   5   5 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 173  46   0   8  21  13   0   0   0   0],[0 0 1 0 0 4 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
37,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 18 13  8  0  0  0  0  0]
 [ 5  7 15 23 21 13  0  0  0  0  0]
 [ 5  7 13 21 19 13  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2  9  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -4  -2  -2  10  10  10 -10 -10 -10 -10 -10]
 [ -4  -2  -1  10  10  10 -10 -10 -10 -10 -10]
 [ -4  -2   0  10  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -4   1   5   5 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 173  46   0   8  21  13   0   0   0   0],[0 0 1 0 0 4 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
38,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 5  7 15 24 22 14  0  0  0  0  0]
 [ 5  7 13 22 20 14  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2 10  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -5  -3  -3  10  10  10 -10 -10 -10 -10 -10]
 [ -5  -3  -2  10  10  10 -10 -10 -10 -10 -10]
 [ -5  -3  -1  10  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -5   0   4   4 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 177  48   0   9  22  14   0   0   0   0],[0 0 1 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
39,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 5  7 15 24 22 14  0  0  0  0  0]
 [ 5  7 13 22 20 14  0  0  0  0  0]
 [ 0  1  5  6  9  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2 10  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -5  -3  -3  10  10  10 -10 -10 -10 -10 -10]
 [ -5  -3  -2  10  10  10 -10 -10 -10 -10 -10]
 [ -5  -3  -1  10  10  10 -10 -10 -10 -10 -10]
 [-10 -10  -5   0   4   4 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 177  48   0   9  22  14   0   0   0   0],[0 0 1 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
40,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 5  8 16 25 23 14  0  0  0  0  0]
 [ 5  8 14 23 21 14  0  0  0  0  0]
 [ 0  2  6  7 10  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  2 11  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -6  -4  -4   9   9   9 -10 -10 -10 -10 -10]
 [ -6   1   2  10  10   9 -10 -10 -10 -10 -10]
 [ -6   1   3  10  10   9 -10 -10 -10 -10 -10]
 [-10  -5  -1   4   8   3 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 187  48   0   9  24  14   0   0   0   0],[0 0 1 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
41,"[[ 0  0  3  3  3  0  0  0  0  0  0]
 [ 5  6 11 19 14  9  0  0  0  0  0]
 [ 6  9 17 26 23 14  0  0  0  0  0]
 [ 6  9 15 24 21 14  0  0  0  0  0]
 [ 1  3  7  8 10  5  0  0  0  0  0]
 [ 0  0  1  1  1  0  0  0  0  0  0]]","[[ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  1  4 13  0  0  0  0  0  0  0]
 [ 0  0  0  3 11  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0  0]]","[[-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]
 [ -7  -5  -5   8   8   8 -10 -10 -10 -10 -10]
 [ -2   5   6  10   9   8 -10 -10 -10 -10 -10]
 [ -2   5   7  10   9   8 -10 -10 -10 -10 -10]
 [ -5  -1   3   8   7   2 -10 -10 -10 -10 -10]
 [-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10]]",[ 12 199  48   0   9  24  14   0   0   0   0],[0 0 1 0 0 5 0 0 0 0 0],[0 0 2 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
