,env_view,env_step,env_memo,obj_view,toggle,pick up,drop off
0,"[[0 1 1 1 1 1 0 0 0 0 0]
 [0 1 1 1 1 1 0 0 0 0 0]
 [0 1 1 1 1 1 0 0 0 0 0]
 [0 1 1 1 1 1 0 0 0 0 0]
 [0 1 1 1 1 1 0 0 0 0 0]
 [0 1 1 1 1 1 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[ 0 10 10 10 10 10  0  0  0  0  0]
 [ 0 10 10 10 10 10  0  0  0  0  0]
 [ 0 10 10 10 10 10  0  0  0  0  0]
 [ 0 10 10 10 10 10  0  0  0  0  0]
 [ 0 10 10 10 10 10  0  0  0  0  0]
 [ 0 10 10 10 10 10  0  0  0  0  0]]",[12 14 13  0  1  1  1  0  0  0  0],[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
1,"[[0 1 2 2 2 2 0 0 0 0 0]
 [0 1 2 2 2 2 0 0 0 0 0]
 [0 1 2 2 2 2 0 0 0 0 0]
 [0 1 2 2 2 2 0 0 0 0 0]
 [0 1 2 2 2 2 0 0 0 0 0]
 [0 1 2 2 2 2 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 1 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[ 0  9 10 10 10 10  0  0  0  0  0]
 [ 0  9 10 10 10 10  0  0  0  0  0]
 [ 0  9 10 10 10 10  0  0  0  0  0]
 [ 0  9 10 10 10 10  0  0  0  0  0]
 [ 0  9 10 10 10 10  0  0  0  0  0]
 [ 0  9 10 10 10 10  0  0  0  0  0]]",[30 24 24  0  2  2  2  0  0  0  0],[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
2,"[[1 2 3 3 3 3 0 0 0 0 0]
 [1 2 3 3 3 3 0 0 0 0 0]
 [1 2 3 3 3 3 0 0 0 0 0]
 [0 1 2 2 2 2 0 0 0 0 0]
 [0 1 2 2 2 2 0 0 0 0 0]
 [0 1 2 2 2 2 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 2 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10 10 10 10 10  0  0  0  0  0]
 [10 10 10 10 10 10  0  0  0  0  0]
 [10 10 10 10 10 10  0  0  0  0  0]
 [ 0  8  9  9  9  9  0  0  0  0  0]
 [ 0  8  9  9  9  9  0  0  0  0  0]
 [ 0  8  9  9  9  9  0  0  0  0  0]]",[30 30 33  0  3  3  3  0  0  0  0],[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
3,"[[2 3 4 4 4 4 0 0 0 0 0]
 [2 3 4 4 4 4 0 0 0 0 0]
 [2 3 4 4 4 4 0 0 0 0 0]
 [0 1 2 2 2 2 0 0 0 0 0]
 [0 1 2 2 2 2 0 0 0 0 0]
 [0 1 2 2 2 2 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 3 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10 10 10 10 10  0  0  0  0  0]
 [10 10 10 10 10 10  0  0  0  0  0]
 [10 10 10 10 10 10  0  0  0  0  0]
 [ 0  7  8  8  8  8  0  0  0  0  0]
 [ 0  7  8  8  8  8  0  0  0  0  0]
 [ 0  7  8  8  8  8  0  0  0  0  0]]",[30 36 42  0  4  4  4  0  0  0  0],[0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
4,"[[3 4 5 4 4 4 0 0 0 0 0]
 [3 4 5 4 4 4 0 0 0 0 0]
 [3 4 5 4 4 4 0 0 0 0 0]
 [1 2 3 2 2 2 0 0 0 0 0]
 [1 2 3 2 2 2 0 0 0 0 0]
 [1 2 3 2 2 2 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 1 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10 10  9  9  9  0  0  0  0  0]
 [10 10 10  9  9  9  0  0  0  0  0]
 [10 10 10  9  9  9  0  0  0  0  0]
 [10 10 10  7  7  7  0  0  0  0  0]
 [10 10 10  7  7  7  0  0  0  0  0]
 [10 10 10  7  7  7  0  0  0  0  0]]",[30 44 52  0  4  4  4  0  0  0  0],[0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
5,"[[4 5 5 4 4 4 0 0 0 0 0]
 [4 5 5 4 4 4 0 0 0 0 0]
 [4 5 5 4 4 4 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 2 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]]",[30 48 60  0  4  4  4  0  0  0  0],[0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
6,"[[4 5 5 4 4 4 0 0 0 0 0]
 [4 5 5 4 4 4 0 0 0 0 0]
 [4 5 5 4 4 4 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 2 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]]",[30 48 60  0  4  4  4  0  0  0  0],[0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
7,"[[4 5 5 4 4 4 0 0 0 0 0]
 [4 5 5 4 4 4 0 0 0 0 0]
 [4 5 5 4 4 4 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 2 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]]",[30 48 60  0  4  4  4  0  0  0  0],[0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
8,"[[4 5 5 4 4 4 0 0 0 0 0]
 [4 5 5 4 4 4 0 0 0 0 0]
 [4 5 5 4 4 4 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 2 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]]",[30 48 60  0  4  4  4  0  0  0  0],[0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
9,"[[4 5 5 4 4 4 0 0 0 0 0]
 [4 5 5 4 4 4 0 0 0 0 0]
 [4 5 5 4 4 4 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 2 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  8  8  8  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]
 [10 10  9  6  6  6  0  0  0  0  0]]",[30 48 60  0  4  4  4  0  0  0  0],[0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
10,"[[5 6 6 5 5 4 0 0 0 0 0]
 [5 6 6 5 5 4 0 0 0 0 0]
 [5 6 6 5 5 4 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 3 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10 10 10 10  7  0  0  0  0  0]
 [10 10 10 10 10  7  0  0  0  0  0]
 [10 10 10 10 10  7  0  0  0  0  0]
 [ 9  9  8  5  5  5  0  0  0  0  0]
 [ 9  9  8  5  5  5  0  0  0  0  0]
 [ 9  9  8  5  5  5  0  0  0  0  0]]",[30 54 67  0  4  5  5  0  0  0  0],[0 0 0 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
11,"[[6 7 7 6 6 4 0 0 0 0 0]
 [6 7 7 6 6 4 0 0 0 0 0]
 [6 7 7 6 6 4 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]
 [2 3 3 2 2 2 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 4 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10 10 10 10  6  0  0  0  0  0]
 [10 10 10 10 10  6  0  0  0  0  0]
 [10 10 10 10 10  6  0  0  0  0  0]
 [ 8  8  7  4  4  4  0  0  0  0  0]
 [ 8  8  7  4  4  4  0  0  0  0  0]
 [ 8  8  7  4  4  4  0  0  0  0  0]]",[30 60 74  0  4  6  6  0  0  0  0],[0 1 0 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
12,"[[7 8 7 6 6 4 0 0 0 0 0]
 [7 8 7 6 6 4 0 0 0 0 0]
 [7 8 7 6 6 4 0 0 0 0 0]
 [3 4 3 2 2 2 0 0 0 0 0]
 [3 4 3 2 2 2 0 0 0 0 0]
 [3 4 3 2 2 2 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 5 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10  9  9  9  5  0  0  0  0  0]
 [10 10  9  9  9  5  0  0  0  0  0]
 [10 10  9  9  9  5  0  0  0  0  0]
 [10 10  6  3  3  3  0  0  0  0  0]
 [10 10  6  3  3  3  0  0  0  0  0]
 [10 10  6  3  3  3  0  0  0  0  0]]",[30 64 82  0  4  6  6  0  0  0  0],[0 1 0 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
13,"[[7 8 7 6 6 4 0 0 0 0 0]
 [7 8 7 6 6 4 0 0 0 0 0]
 [7 8 7 6 6 4 0 0 0 0 0]
 [3 4 3 2 2 2 0 0 0 0 0]
 [3 4 3 2 2 2 0 0 0 0 0]
 [3 4 3 2 2 2 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 5 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10  9  9  9  5  0  0  0  0  0]
 [10 10  9  9  9  5  0  0  0  0  0]
 [10 10  9  9  9  5  0  0  0  0  0]
 [10 10  6  3  3  3  0  0  0  0  0]
 [10 10  6  3  3  3  0  0  0  0  0]
 [10 10  6  3  3  3  0  0  0  0  0]]",[30 64 82  0  4  6  6  0  0  0  0],[0 1 0 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
14,"[[8 9 7 6 6 4 0 0 0 0 0]
 [8 9 7 6 6 4 0 0 0 0 0]
 [8 9 7 6 6 4 0 0 0 0 0]
 [4 5 3 2 2 2 0 0 0 0 0]
 [4 5 3 2 2 2 0 0 0 0 0]
 [4 5 3 2 2 2 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 6 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10  8  8  8  4  0  0  0  0  0]
 [10 10  8  8  8  4  0  0  0  0  0]
 [10 10  8  8  8  4  0  0  0  0  0]
 [10 10  5  2  2  2  0  0  0  0  0]
 [10 10  5  2  2  2  0  0  0  0  0]
 [10 10  5  2  2  2  0  0  0  0  0]]",[30 68 90  0  4  6  6  0  0  0  0],[0 1 1 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
15,"[[ 9 10  8  7  7  4  0  0  0  0  0]
 [ 9 10  8  7  7  4  0  0  0  0  0]
 [ 9 10  8  7  7  4  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 7 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10 10 10 10  3  0  0  0  0  0]
 [10 10 10 10 10  3  0  0  0  0  0]
 [10 10 10 10 10  3  0  0  0  0  0]
 [ 9  9  4  1  1  1  0  0  0  0  0]
 [ 9  9  4  1  1  1  0  0  0  0  0]
 [ 9  9  4  1  1  1  0  0  0  0  0]]",[30 74 97  0  4  7  7  0  0  0  0],[0 1 1 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
16,"[[10 11  9  8  8  4  0  0  0  0  0]
 [10 11  9  8  8  4  0  0  0  0  0]
 [ 9 10  8  7  7  4  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 1 0 0 0 0 0 0 0 0 0]
 [0 7 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10 10 10 10  2  0  0  0  0  0]
 [10 10 10 10 10  2  0  0  0  0  0]
 [ 9  9  9  9  9  2  0  0  0  0  0]
 [ 8  8  3  0  0  0  0  0  0  0  0]
 [ 8  8  3  0  0  0  0  0  0  0  0]
 [ 8  8  3  0  0  0  0  0  0  0  0]]",[ 30  77 103   0   4   7   8   0   0   0   0],[0 1 1 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
17,"[[11 12 10  9  9  4  0  0  0  0  0]
 [11 12 10  9  9  4  0  0  0  0  0]
 [ 9 10  8  7  7  4  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 2 0 0 0 0 0 0 0 0 0]
 [0 7 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10 10 10 10  1  0  0  0  0  0]
 [10 10 10 10 10  1  0  0  0  0  0]
 [ 8  8  8  8  8  1  0  0  0  0  0]
 [ 7  7  2  0  0  0  0  0  0  0  0]
 [ 7  7  2  0  0  0  0  0  0  0  0]
 [ 7  7  2  0  0  0  0  0  0  0  0]]",[ 30  80 109   0   4   7   9   0   0   0   0],[0 1 2 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
18,"[[11 13 11 10 10  5  0  0  0  0  0]
 [11 13 11 10 10  5  0  0  0  0  0]
 [ 9 11  9  8  8  5  0  0  0  0  0]
 [ 4  6  4  3  3  3  0  0  0  0  0]
 [ 4  6  4  3  3  3  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 3 0 0 0 0 0 0 0 0 0]
 [0 7 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[ 9 10 10 10 10 10  0  0  0  0  0]
 [ 9 10 10 10 10 10  0  0  0  0  0]
 [ 7 10 10 10 10 10  0  0  0  0  0]
 [ 6 10 10 10 10 10  0  0  0  0  0]
 [ 6 10 10 10 10 10  0  0  0  0  0]
 [ 6  6  1  0  0  0  0  0  0  0  0]]",[ 40  94 117   0   5   8  10   0   0   0   0],[0 1 2 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
19,"[[11 14 12 11 11  6  0  0  0  0  0]
 [11 14 12 11 11  6  0  0  0  0  0]
 [ 9 12 10  9  9  6  0  0  0  0  0]
 [ 4  7  5  4  4  4  0  0  0  0  0]
 [ 4  7  5  4  4  4  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 4 0 0 0 0 0 0 0 0 0]
 [0 7 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[ 8 10 10 10 10 10  0  0  0  0  0]
 [ 8 10 10 10 10 10  0  0  0  0  0]
 [ 6 10 10 10 10 10  0  0  0  0  0]
 [ 5 10 10 10 10 10  0  0  0  0  0]
 [ 5 10 10 10 10 10  0  0  0  0  0]
 [ 5  5  0  0  0  0  0  0  0  0  0]]",[ 50 108 125   0   6   9  11   0   0   0   0],[0 2 2 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
20,"[[11 14 13 12 12  7  0  0  0  0  0]
 [11 14 13 12 12  7  0  0  0  0  0]
 [ 9 12 11 10 10  7  0  0  0  0  0]
 [ 4  7  6  5  5  5  0  0  0  0  0]
 [ 4  7  6  5  5  5  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 4 1 0 0 0 0 0 0 0 0]
 [0 7 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[ 7  9 10 10 10 10  0  0  0  0  0]
 [ 7  9 10 10 10 10  0  0  0  0  0]
 [ 5  9 10 10 10 10  0  0  0  0  0]
 [ 4  9 10 10 10 10  0  0  0  0  0]
 [ 4  9 10 10 10 10  0  0  0  0  0]
 [ 4  4  0  0  0  0  0  0  0  0  0]]",[ 65 118 132   0   7  10  12   0   0   0   0],[0 2 2 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
21,"[[12 15 14 13 13  8  0  0  0  0  0]
 [12 15 14 13 13  8  0  0  0  0  0]
 [ 9 12 11 10 10  7  0  0  0  0  0]
 [ 4  7  6  5  5  5  0  0  0  0  0]
 [ 4  7  6  5  5  5  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 4 2 0 0 0 0 0 0 0 0]
 [0 7 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10 10 10 10 10  0  0  0  0  0]
 [10 10 10 10 10 10  0  0  0  0  0]
 [ 4  8  9  9  9  9  0  0  0  0  0]
 [ 3  8  9  9  9  9  0  0  0  0  0]
 [ 3  8  9  9  9  9  0  0  0  0  0]
 [ 3  3  0  0  0  0  0  0  0  0  0]]",[ 65 121 139   0   8  10  13   0   0   0   0],[0 2 2 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
22,"[[12 15 14 13 13  8  0  0  0  0  0]
 [12 15 14 13 13  8  0  0  0  0  0]
 [ 9 12 11 10 10  7  0  0  0  0  0]
 [ 4  7  6  5  5  5  0  0  0  0  0]
 [ 4  7  6  5  5  5  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 4 2 0 0 0 0 0 0 0 0]
 [0 7 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10 10 10 10 10  0  0  0  0  0]
 [10 10 10 10 10 10  0  0  0  0  0]
 [ 4  8  9  9  9  9  0  0  0  0  0]
 [ 3  8  9  9  9  9  0  0  0  0  0]
 [ 3  8  9  9  9  9  0  0  0  0  0]
 [ 3  3  0  0  0  0  0  0  0  0  0]]",[ 65 121 139   0   8  10  13   0   0   0   0],[0 2 2 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
23,"[[13 16 15 14 14  9  0  0  0  0  0]
 [13 16 15 14 14  9  0  0  0  0  0]
 [ 9 12 11 10 10  7  0  0  0  0  0]
 [ 4  7  6  5  5  5  0  0  0  0  0]
 [ 4  7  6  5  5  5  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 4 3 0 0 0 0 0 0 0 0]
 [0 7 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10 10 10 10 10  0  0  0  0  0]
 [10 10 10 10 10 10  0  0  0  0  0]
 [ 3  7  8  8  8  8  0  0  0  0  0]
 [ 2  7  8  8  8  8  0  0  0  0  0]
 [ 2  7  8  8  8  8  0  0  0  0  0]
 [ 2  2  0  0  0  0  0  0  0  0  0]]",[ 65 124 146   0   9  10  14   0   0   0   0],[0 2 3 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
24,"[[13 16 15 14 14  9  0  0  0  0  0]
 [13 16 15 14 14  9  0  0  0  0  0]
 [ 9 12 11 10 10  7  0  0  0  0  0]
 [ 4  7  6  5  5  5  0  0  0  0  0]
 [ 4  7  6  5  5  5  0  0  0  0  0]
 [ 4  5  3  2  2  2  0  0  0  0  0]]","[[0 0 0 0 0 0 0 0 0 0 0]
 [0 4 3 0 0 0 0 0 0 0 0]
 [0 7 4 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0]]","[[10 10 10 10 10 10  0  0  0  0  0]
 [10 10 10 10 10 10  0  0  0  0  0]
 [ 3  7  8  8  8  8  0  0  0  0  0]
 [ 2  7  8  8  8  8  0  0  0  0  0]
 [ 2  7  8  8  8  8  0  0  0  0  0]
 [ 2  2  0  0  0  0  0  0  0  0  0]]",[ 65 124 146   0   9  10  14   0   0   0   0],[0 2 3 0 0 0 0 0 0 0 0],[0 1 0 0 0 0 0 0 0 0 0],[0 0 0 0 0 0 0 0 0 0 0]
